[2025-12-22 21:02:09] Service Started
[2025-12-22 21:02:09] Idle Start
[2025-12-22 21:03:52] Idle End
[2025-12-22 21:18:42] Idle Start
[2025-12-22 21:26:15] Idle End
[2025-12-22 21:30:27] Idle Start
[2025-12-22 21:34:33] Idle End
[2025-12-22 21:55:41] Idle Start
[2025-12-22 22:11:58] Idle End
[2025-12-22 22:13:54] Idle Start
[2025-12-22 22:21:29] Idle End
