[2025-12-28 15:16:31] Service Started
[2025-12-28 15:16:31] Idle Start
[2025-12-28 17:36:47] Idle End
[2025-12-28 17:37:52] Idle Start
[2025-12-28 17:39:12] Idle End
[2025-12-28 18:26:42] Idle Start
[2025-12-28 18:37:49] Idle End
[2025-12-28 20:03:10] Idle Start
[2025-12-28 20:23:46] Idle End
[2025-12-28 20:39:37] Idle Start
[2025-12-28 20:41:03] Idle End
[2025-12-28 20:44:06] Idle Start
[2025-12-28 21:32:23] Idle End
