[2025-12-18 19:41:31] Service Started
[2025-12-18 19:41:31] Idle Start
[2025-12-18 19:45:15] Idle End
[2025-12-18 19:50:19] Idle Start
[2025-12-18 19:52:28] Idle End
[2025-12-18 20:28:17] Idle Start
[2025-12-18 20:28:24] Idle End
[2025-12-18 21:18:07] Idle Start
[2025-12-18 21:19:06] Idle End
[2025-12-18 21:20:09] Idle Start
[2025-12-18 21:23:29] Idle End
[2025-12-18 21:24:36] Idle Start
[2025-12-18 21:27:42] Idle End
[2025-12-18 21:30:27] Idle Start
[2025-12-18 21:33:49] Idle End
