[2026-01-06 20:11:20] Service Started
[2026-01-06 20:11:20] Idle Start
[2026-01-06 20:11:59] Idle End
[2026-01-06 20:13:41] Idle Start
[2026-01-06 20:14:25] Idle End
[2026-01-06 20:40:30] Idle Start
[2026-01-06 20:42:56] Idle End
[2026-01-06 20:47:42] Idle Start
[2026-01-06 20:49:00] Idle End
[2026-01-06 21:01:10] Idle Start
[2026-01-06 21:02:08] Idle End
[2026-01-06 21:19:13] Idle Start
[2026-01-06 21:21:20] Idle End
