[2026-01-21 21:25:41] Service Started
[2026-01-21 21:25:41] Idle Start
[2026-01-21 21:30:55] Idle End
[2026-01-21 22:28:55] Idle Start
[2026-01-21 22:29:13] Idle End
[2026-01-21 22:59:53] Idle Start
[2026-01-21 22:59:56] Idle End
[2026-01-21 23:04:55] Idle Start
[2026-01-21 23:05:07] Idle End
[2026-01-21 23:07:34] Idle Start
[2026-01-21 23:08:07] Idle End
