[2026-01-05 19:56:40] Service Started
[2026-01-05 19:57:16] Idle Start
[2026-01-05 19:58:32] Idle End
[2026-01-05 20:17:52] Idle Start
[2026-01-05 20:22:02] Idle End
[2026-01-05 20:23:03] Idle Start
[2026-01-05 21:02:50] Idle End
[2026-01-05 21:03:50] Idle Start
[2026-01-05 21:24:54] Idle End
[2026-01-05 21:26:58] Idle Start
[2026-01-05 21:28:35] Idle End
