[2026-01-12 21:07:17] Service Started
[2026-01-12 21:07:17] Idle Start
[2026-01-12 21:42:11] Idle End
[2026-01-12 21:44:03] Idle Start
[2026-01-12 21:44:13] Idle End
[2026-01-12 22:07:45] Idle Start
[2026-01-12 22:08:06] Idle End
[2026-01-12 22:43:46] Idle Start
[2026-01-12 22:45:31] Idle End
[2026-01-12 22:57:48] Idle Start
[2026-01-12 22:58:51] Idle End
